id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
410,3.39.01,2018.410.01,Taxa anual ajustada utiliz. freq. urgência hospit.,Taxa anual ajustada de utilizadores frequentes ou muito frequentes do serviço de urgência hospitalar,"Monitorizar intensidade de utilização da rede de urgência hospitalar pelos utentes inscritos nos cuidados de saúde primários. Parâmetro ""utilizadores frequentes e muito frequentes""",EE / DD x 100,por 100,Taxa ajustada,Com dados desde Dezembro de 2016,Desempenho,Acesso,Consulta no Próprio Dia,Ganhos em Saúde,Não aplicável,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=410&CLUSTERS=S,Taxa anual ajustada utiliz. freq. urgência hospit.,0.0,0.0,2.7,3.6,[0; 3.6],[0; 2.7],410 taxa anual ajustada utiliz. freq. urgencia hospit. taxa anual ajustada de utilizadores frequentes ou muito frequentes do servico de urgencia hospitalar desempenho acesso consulta no proprio dia ganhos em saude nao aplicavel,[410](https://sdm.min-saude.pt/BI.aspx?id=410&CLUSTERS=S)
411,3.39.02,2018.411.01,Taxa anual ajust. utiliz. muito freq. urg. hosp.,Taxa anual ajustada de utilizadores muito frequentes do serviço de urgência hospitalar,"Monitorizar intensidade de utilização da rede de urgência hospitalar pelos utentes inscritos nos cuidados de saúde primários. Parâmetro ""utilizadores muito frequentes""",EE / DD x 100,por 100,Taxa ajustada,Com dados desde Dezembro de 2016,,,,Ganhos em Saúde,Não aplicável,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=411&CLUSTERS=S,Taxa anual ajust. utiliz. muito freq. urg. hosp.,0.0,0.0,0.2,0.3,[0; 0.3],[0; 0.2],411 taxa anual ajust. utiliz. muito freq. urg. hosp. taxa anual ajustada de utilizadores muito frequentes do servico de urgencia hospitalar nan nan nan ganhos em saude nao aplicavel,[411](https://sdm.min-saude.pt/BI.aspx?id=411&CLUSTERS=S)
412,3.38.02,2018.412.01,[Cons. dia UF inscr.] / ([cons. dia] + [urgênc.]),"Proporção de consultas médicas de ""doença aguda"" efetuadas na UF de inscrição do utente, contabilizando no denominador a soma de episódios de urgência dos utentes inscritos com as consultas de doença aguda efetuadas no ACES de inscrição","Monitorizar a frequência com que utentes com médico de família atribuído em unidades funcionais de cuidados personalizados (USF e UCSP) têm consultas médicas agendadas e realizadas na própria unidade funcional de inscrição, contabilizando no denominador a soma de episódios de urgência dos utentes inscritos na unidade de observação com as consultas de doença aguda efetuadas pelos utentes em unidades funcionais e serviços do ACES.",100 x AA / (BB + CC_C),%,Proporção de consultas/urgências,Com dados desde Fevereiro de 2018,Desempenho,Acesso,Consulta no Próprio Dia,Resultado,Não aplicável,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=412&CLUSTERS=S,[Cons. dia UF inscr.] / ([cons. dia] + [urgênc.]),40.0,60.0,85.0,95.0,[40; 95],[60; 85],"412 [cons. dia uf inscr.] / ([cons. dia] + [urgenc.]) proporcao de consultas medicas de ""doenca aguda"" efetuadas na uf de inscricao do utente, contabilizando no denominador a soma de episodios de urgencia dos utentes inscritos com as consultas de doenca aguda efetuadas no aces de inscricao desempenho acesso consulta no proprio dia resultado nao aplicavel",[412](https://sdm.min-saude.pt/BI.aspx?id=412&CLUSTERS=S)
413,6.46.02,2013.413.01,"Propor. DM2 c/ e HbA1c > 9%, com insulina",Proporção de utentes a fazer insulinoterapia entre os inscritos com diabetes tipo 2 e HbA1c superior a 9% durante 6 ou mais meses,"Monitorizar a efetividade da aplicação da norma 052/2011 da DGS (atualizada em 27/4/2015) ""Abordagem Terapêutica Farmacológica na Diabetes Mellitus Tipo 2 no Adulto"" relativamente à ""terapêutica adequada com insulina"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Janeiro de 2019,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=413&CLUSTERS=S,,,,,,,,"413 propor. dm2 c/ e hba1c > 9%, com insulina proporcao de utentes a fazer insulinoterapia entre os inscritos com diabetes tipo 2 e hba1c superior a 9% durante 6 ou mais meses desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[413](https://sdm.min-saude.pt/BI.aspx?id=413&CLUSTERS=S)
414,6.85.01,2019.414.01,Índice acompanham. adequado de úlceras de pressão,Índice de acompanhamento adequado no tratamento de utentes com úlceras de pressão,"Monitorizar o acompanhamento no tratamento de úlceras de pressão, em 4 dimensões:",AA / BB,Índice (escala valores entre 0 e 1),Em desenvolvimento,Área | Subárea | Dimensão,,,,Resultado,Úlceras de pele,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=414&CLUSTERS=S,,,,,,,,414 indice acompanham. adequado de ulceras de pressao indice de acompanhamento adequado no tratamento de utentes com ulceras de pressao nan nan nan resultado ulceras de pele,[414](https://sdm.min-saude.pt/BI.aspx?id=414&CLUSTERS=S)
415,6.85.02,2019.415.01,Índice acompanham. adequado de úlceras venosas,Índice de acompanhamento adequado no tratamento de utentes com úlceras venosas,"Monitorizar o acompanhamento no tratamento de úlceras venosas, em 5 dimensões:",AA / BB,Índice (escala valores entre 0 e 1),Em desenvolvimento,Área | Subárea | Dimensão,,,,Resultado,Úlceras de pele,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=415&CLUSTERS=S,,,,,,,,415 indice acompanham. adequado de ulceras venosas indice de acompanhamento adequado no tratamento de utentes com ulceras venosas nan nan nan resultado ulceras de pele,[415](https://sdm.min-saude.pt/BI.aspx?id=415&CLUSTERS=S)
424,5.45.01,2019.424.01,"Prop. crianças [0; 1[A, c/ ""aval. elegib. p/ BCG""","Proporção de crianças com 1 ano, com avaliação de elegibilidade para vacinação com BCG",Monitorizar o cumprimento do Programa Nacional de Vacinação (PNV) e da Norma nº 010/2018 de 17/04/2018 da DGS nos utentes com inscrição ativa e idade inferior a 1 ano.,AA / BB x 100,%,Proporção de crianças,Com dados desde Dezembro de 2019,,,,Processo,Saúde Infantil e Juvenil,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=424&CLUSTERS=S,,,,,,,,"424 prop. criancas [0; 1[a, c/ ""aval. elegib. p/ bcg"" proporcao de criancas com 1 ano, com avaliacao de elegibilidade para vacinacao com bcg nan nan nan processo saude infantil e juvenil",[424](https://sdm.min-saude.pt/BI.aspx?id=424&CLUSTERS=S)
425,5.45.02,2019.425.01,"Prop. crianças [0; 6[A, c/ ""aval. elegib. p/ BCG""","Proporção de crianças com idade inferior a 6 anos, com avaliação de elegibilidade para vacinação com BCG",Monitorizar o cumprimento do Programa Nacional de Vacinação (PNV) e da Norma nº 010/2018 de 17/04/2018 da DGS nos utentes com inscrição ativa e idade inferior a 6 anos.,AA / BB x 100,%,Proporção de crianças,Com dados desde Dezembro de 2019,,,,Processo,Saúde Infantil e Juvenil,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=425&CLUSTERS=S,,,,,,,,"425 prop. criancas [0; 6[a, c/ ""aval. elegib. p/ bcg"" proporcao de criancas com idade inferior a 6 anos, com avaliacao de elegibilidade para vacinacao com bcg nan nan nan processo saude infantil e juvenil",[425](https://sdm.min-saude.pt/BI.aspx?id=425&CLUSTERS=S)
426,6.84.01,2019.426.01,Tempo médio de espera para vacinação com BCG,Tempo médio de espera para vacinação com BCG,Monitorizar a rapidez de resposta na vacinação das crianças elegíveis para BCG.,AA / BB,dias,Tempo médio,Com dados desde Dezembro de 2019,,,,Processo,Saúde Infantil e Juvenil,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=426&CLUSTERS=S,,,,,,,,426 tempo medio de espera para vacinacao com bcg tempo medio de espera para vacinacao com bcg nan nan nan processo saude infantil e juvenil,[426](https://sdm.min-saude.pt/BI.aspx?id=426&CLUSTERS=S)
427,6.76.02,2019.427.01,Proporção de grávidas com parto por cesariana,Proporção de grávidas com parto por cesariana,Monitorizar o impacto da acção das USF/UCSP na diminuição da taxa de cesarianas,AA / BB x 100,%,Proporção de grávidas,Com dados desde Dezembro de 2019,Desempenho,Gestão da Saúde,Saúde da Mulher,Ganhos em Saúde,Saúde Materna,Utentes inscritos durante um mínimo de N meses do acontecimento monitorizado,5 dias,https://sdm.min-saude.pt/BI.aspx?id=427&CLUSTERS=S,Proporção de grávidas com parto por cesariana,15.0,15.0,25.0,40.0,[15; 40],[15; 25],427 proporcao de gravidas com parto por cesariana proporcao de gravidas com parto por cesariana desempenho gestao da saude saude da mulher ganhos em saude saude materna,[427](https://sdm.min-saude.pt/BI.aspx?id=427&CLUSTERS=S)
428,8.21.01,2019.428.01,"Score dimensão ""segurança de utentes""","Score para avaliação da dimensão ""segurança de utentes""","Possibilitar a avaliação da dimensão ""segurança de utentes"" da subárea ""melhoria contínua da qualidade"" da matriz de contratualização das unidades funcionais dos ACES.",Aplicação de checklist,Score,Com dados desde Setembro de 2021,Área | Subárea | Dimensão,Qualidade Organizacional,Segurança,Segurança de Utentes,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=428&CLUSTERS=S,,,,,,,,"428 score dimensao ""seguranca de utentes"" score para avaliacao da dimensao ""seguranca de utentes"" qualidade organizacional seguranca seguranca de utentes processo nao aplicavel",[428](https://sdm.min-saude.pt/BI.aspx?id=428&CLUSTERS=S)
429,8.22.01,2019.429.01,"Score dimensão ""outras ativ. não assistenciais""","Score para avaliação da dimensão ""outras atividades não assistenciais""","Possibilitar a avaliação da dimensão ""Outras Atividades não Assistenciais"", da subárea ""Serviços de Carácter não Assistencial"", da matriz de contratualização das unidades funcionais dos ACES, ou seja avaliar o compromisso da equipa para a prestação de serviços não assistenciais não relacionados com a governação clínica do ACES.",Unidade de medida,\n,Em desenvolvimento,Área | Subárea | Dimensão,,,,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=429&CLUSTERS=S,,,,,,,,"429 score dimensao ""outras ativ. nao assistenciais"" score para avaliacao da dimensao ""outras atividades nao assistenciais"" nan nan nan processo nao aplicavel",[429](https://sdm.min-saude.pt/BI.aspx?id=429&CLUSTERS=S)
430,8.23.01,2019.430.01,"Score dimensão ""participação do cidadão""","Score para avaliação da dimensão ""participação do cidadão""","Possibilitar a avaliação da dimensão ""participação do cidadão"" da matriz de contratualização das unidades funcionais dos ACES.",Aplicação de checklist,Score,Com dados desde Setembro de 2021,Área | Subárea | Dimensão,Qualidade Organizacional,Centralidade no Cidadão,Participação do Cidadão,Processo,Não aplicável,Não aplicável,30 dias,https://sdm.min-saude.pt/BI.aspx?id=430&CLUSTERS=S,,,,,,,,"430 score dimensao ""participacao do cidadao"" score para avaliacao da dimensao ""participacao do cidadao"" qualidade organizacional centralidade no cidadao participacao do cidadao processo nao aplicavel",[430](https://sdm.min-saude.pt/BI.aspx?id=430&CLUSTERS=S)
431,6.86.01,2019.431.01,Prop. comunid. educat. c/ mais conhec. saúde oral,Proporção comunidades educativas com melhoria no conhecimento sobre saúde oral,"Avaliar a efetividade da intervenção das UCC na melhoria do conhecimento em saúde oral, nas comunidades educativas (alunos, docentes, encarregados de educação e não docentes).",AA / BB x 100,%,Proporção comunidades educativas,Em desenvolvimento,,,,Resultado,Saúde Escolar,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=431&CLUSTERS=S,,,,,,,,431 prop. comunid. educat. c/ mais conhec. saude oral proporcao comunidades educativas com melhoria no conhecimento sobre saude oral nan nan nan resultado saude escolar,[431](https://sdm.min-saude.pt/BI.aspx?id=431&CLUSTERS=S)
432,6.87.01,2019.432.01,Prop. comunid. educ. c/ mais conhec. alimentação,Proporção comunidades educativas com melhoria no conhecimento sobre padrão alimentar,"Avaliar a efetividade da intervenção das UCC na melhoria do conhecimento sobre padrão alimentar, nas comunidades educativas (alunos, docentes, encarregados de educação e não docentes).",AA / BB x 100,%,Proporção comunidades educativas,Com dados desde Dezembro de 2019,,,,Resultado,Saúde Escolar,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=432&CLUSTERS=S,,,,,,,,432 prop. comunid. educ. c/ mais conhec. alimentacao proporcao comunidades educativas com melhoria no conhecimento sobre padrao alimentar nan nan nan resultado saude escolar,[432](https://sdm.min-saude.pt/BI.aspx?id=432&CLUSTERS=S)
433,6.88.01,2019.433.01,Prop. comunid. educ. c/ mais conhec. ativ. física,Proporção comunidades educativas com melhoria no conhecimento sobre atividade física,"Avaliar a efetividade da intervenção das UCC na melhoria do conhecimento sobre atividade física, nas comunidades educativas (alunos, docentes, encarregados de educação e não docentes).",AA / BB x 100,%,Proporção comunidades educativas,Com dados desde Dezembro de 2019,,,,Resultado,Saúde Escolar,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=433&CLUSTERS=S,,,,,,,,433 prop. comunid. educ. c/ mais conhec. ativ. fisica proporcao comunidades educativas com melhoria no conhecimento sobre atividade fisica nan nan nan resultado saude escolar,[433](https://sdm.min-saude.pt/BI.aspx?id=433&CLUSTERS=S)
434,6.30.03,2022.434.01,Índice acompanham. adequado Planeam. Fam. - V2022,Índice de acompanhamento adequado em Planeamento Familiar - V2022,1 - Monitorizar o programa de planeamento familiar.,PF_T / BB,Índice (escala valores entre 0 e 1),Com dados desde Dezembro de 2021,Área | Subárea | Dimensão,,,,Resultado,Planeamento Familiar,Utentes inscritos durante um mínimo de N meses do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=434&CLUSTERS=S,,,,,,,,434 indice acompanham. adequado planeam. fam. - v2022 indice de acompanhamento adequado em planeamento familiar - v2022 nan nan nan resultado planeamento familiar,[434](https://sdm.min-saude.pt/BI.aspx?id=434&CLUSTERS=S)
435,6.01.19,2020.435.01,Proporção utentes com vacina gripe gratuita SNS,"Proporção de utentes com a vacina da gripe efetuada durante o período de outono/inverno, entre os utentes que de acordo com a norma da DGS (aplicável à data de referência do indicador) têm direito a vacina da gripe gratuita SNS.","Monitorização do programa de saúde de adultos: Parâmetro ""vacina da gripe""",AA / BB x 100,%,Proporção de utentes,Com dados desde Setembro de 2020,,,,Processo,Respiratório,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=435&CLUSTERS=S,,,,,,,,"435 proporcao utentes com vacina gripe gratuita sns proporcao de utentes com a vacina da gripe efetuada durante o periodo de outono/inverno, entre os utentes que de acordo com a norma da dgs (aplicavel a data de referencia do indicador) tem direito a vacina da gripe gratuita sns. nan nan nan processo respiratorio",[435](https://sdm.min-saude.pt/BI.aspx?id=435&CLUSTERS=S)
436,6.89.01,2021.436.01,"Proporção DPOC >= 40A, c/ cons. vigil. DPOC 1A","Proporção de utentes com DPOC e idade igual ou superior a 40 anos, a quem foi realizada consulta de vigilância de DPOC no último ano","Monitorizar o programa de doenças respiratórias. Parâmetro ""consulta de vigilância de DPOC"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2020,,,,Processo,Respiratório,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=436&CLUSTERS=S,,,,,,,,"436 proporcao dpoc >= 40a, c/ cons. vigil. dpoc 1a proporcao de utentes com dpoc e idade igual ou superior a 40 anos, a quem foi realizada consulta de vigilancia de dpoc no ultimo ano nan nan nan processo respiratorio",[436](https://sdm.min-saude.pt/BI.aspx?id=436&CLUSTERS=S)
